ID,title,description,duration,level,platform,images,urls,reviews_count,ratings,paid,students_count,type,skills,prerequisites,domain,organization,course_certification_type,summary,instructor,lecture_count
11,AI Foundations for Everyone,"Artificial Intelligence (AI) is no longer science fiction. It is rapidly permeating all industries and having a profound impact on virtually every aspect of our existence. Whether you are an executive, a leader, an industry professional, a researcher, or a student - understanding AI, its impact and transformative potential for your organization and our society is of paramount importance. 
 This specialization is designed for those with little or no background in AI, whether you have technology background or not, and does not require any programming skills. It is designed to give you a firm understanding of what is AI, its applications and use cases across various industries. You will become acquainted with terms like Machine Learning, Deep Learning and Neural Networks. 
Furthermore, it will familiarize you with IBM Watson AI services that enable any business to quickly and easily employ pre-built AI smarts to their products and solutions. You will also learn about creating intelligent virtual assistants and how they can be leveraged in different scenarios.
 By the end of this specialization, learners will have had hands-on interactions with several AI environments and applications, and have built and deployed an AI enabled chatbot on a website – without any coding. 
Applied Learning Project
Learners will perform several no-code hands-on exercises in each of the  three courses. At the end of the last course, learners would have developed,  tested, and deployed a Watson AI powered customer service chatbot on a website to delight their clients.
",3 - 6 Months,Beginner,Coursera,https://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png,https://www.coursera.org/specializations/ai-foundations-for-everyone,13.9k,4.7,Yes,"20,473",Not Available,"['Data Science', 'Deep Learning', 'Artificial Intelligence (AI)', 'Machine Learning', 'Watson (Computer)', 'Data Science', 'Deep Learning', 'Artificial Intelligence (AI)', 'Jobs', 'Machine Learning', 'Deep Learning', 'Application Programming Interfaces (API)', 'Artificial Intelligence (AI)', 'Machine Learning', 'watson']",Not Available,Not Available,IBM,Specialization,[],Not Available,Not Available
12,AI Fundamentals for Non-Data Scientists,"In this course, you will go in-depth to discover how Machine Learning is used to handle and interpret Big Data. You will get a detailed look at the various ways and methods to create algorithms to incorporate into your business with such tools as Teachable Machine and TensorFlow. You will also learn different ML methods, Deep Learning, as well as the limitations but also how to drive accuracy and use the best training data for your algorithms. You will then explore GANs and VAEs, using your newfound knowledge to engage with AutoML to help you start building algorithms that work to suit your needs. You will also see exclusive interviews with industry leaders, who manage Big Data for companies such as McDonald's and Visa. By the end of this course, you will have learned different ways to code, including how to use no-code tools, understand Deep Learning, how to measure and review errors in your algorithms, and how to use Big Data to not only maintain customer privacy but also how to use this data to develop different strategies that will drive your business.
",1 - 4 Weeks,Mixed,Coursera,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/UPenn_shield_with_banner.svg/1200px-UPenn_shield_with_banner.svg.png,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,194,4.7,Yes,"14,341",Not Available,[],Not Available,Not Available,University of Pennsylvania,Course,[],Not Available,Not Available
13,AI Product Management,"Organizations in every industry are accelerating their use of artificial intelligence and machine learning to create innovative new products and systems.  This requires professionals across a range of functions, not just strictly within the data science and data engineering teams, to understand when and how AI can be applied, to speak the language of data and analytics, and to be capable of working in cross-functional teams on machine learning projects.
This Specialization provides a foundational understanding of how machine learning works and when and how it can be applied to solve problems.  Learners will build skills in applying the data science process and industry best practices to lead machine learning projects, and develop competency in designing human-centered AI products which ensure privacy and ethical standards. The courses in this Specialization focus on the intuition behind these technologies, with no programming required, and merge theory with practical information including best practices from industry.  Professionals and aspiring professionals from a diverse range of industries and functions, including product managers and product owners, engineering team leaders, executives, analysts and others will find this program valuable.   
Applied Learning Project
Learners will implement three projects throughout the course of this Specialization:
1) In Course 1, you will complete a hands-on project where you will create a machine learning model to solve a simple problem (no coding necessary) and assess your model's performance.
2) In Course 2, you will identify and frame a problem of interest, design a machine learning system which can help solve it, and begin the development of a project plan.
3) In Course 3, you will perform a basic user experience design exercise for your ML-based solution and analyze the relevant ethical and privacy considerations of the project.
",3 - 6 Months,Beginner,Coursera,https://toppng.com/uploads/preview/duke-university-logo-for-duke-university-115629316023e5gh4vexk.png,https://www.coursera.org/specializations/ai-product-management-duke,330,4.7,Yes,"18,425",Not Available,"['Data Science', 'Predictive Modelling', 'Artificial Neural Network', 'Ethics', 'Artificial Intelligence (AI)', 'Machine Learning', 'Product Management', 'product design', 'User Experience (UX)', 'Modeling', 'Privacy', 'Project Management', 'Data Science', 'Artificial Neural Network', 'Machine Learning', 'Predictive Analytics', 'Modeling', 'Modeling', 'Project Management', 'Machine Learning', 'Machine Learning', 'Privacy', 'Design Thinking', 'Ethics']",Not Available,Not Available,Duke University,Specialization,"['Identify when and how machine learning can applied to solve problems', 'Apply human-centered design practices to design AI product experiences that protect privacy and meet ethical standards', 'Lead machine learning projects using the data science process and best practices from industry']",Not Available,Not Available
14,AI Strategy and Governance,"In this course, you will discover AI and the strategies that are used in transforming business in order to gain a competitive advantage. You will explore the multitude of uses for AI in an enterprise setting and the tools that are available to lower the barriers to AI use. You will get a closer look at the purpose, function, and use-cases for explainable AI. This course will also provide you with the tools to build responsible AI governance algorithms as faculty dive into the large datasets that you can expect to see in an enterprise setting and how that affects the business on a greater scale. Finally, you will examine AI in the organizational structure, how AI is playing a crucial role in change management, and the risks with AI processes. By the end of this course, you will learn different strategies to recognize biases that exist within data, how to ensure that you maintain and build trust with user data and privacy, and what it takes to construct a responsible governance strategy. For additional reading, Professor Hosanagar's book ""A Human’s Guide to Machine Intelligence"" can be used as an additional resource for more extensive information on topics covered in this module.
",1 - 4 Weeks,Beginner,Coursera,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/UPenn_shield_with_banner.svg/1200px-UPenn_shield_with_banner.svg.png,https://www.coursera.org/learn/wharton-ai-strategy-governance,68,4.9,Yes,"5,670",Not Available,[],Not Available,Not Available,University of Pennsylvania,Course,[],Not Available,Not Available
15,AI and Climate Change,"In this course, you’ll start with a review of the mechanisms behind anthropogenic climate change and its impact on global temperatures and weather patterns. You will work through two case studies, one using time series analysis for wind power forecasting and another using computer vision for biodiversity monitoring. Both case studies are examples of where AI techniques can be part of the solution when it comes to the mitigation of and adaptation to climate change.
",1 - 4 Weeks,Beginner,Coursera,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125559383%2F317212851579%2F1%2Foriginal.20210208-232017?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2246%2C2246&s=40aa0fb13fe40ce86241ae7b8fc8caea,https://www.coursera.org/learn/ai-and-climate-change,39,4.8,Yes,"3,175",Not Available,[],Not Available,Not Available,DeepLearning.AI,Course,[],Not Available,Not Available
16,AI and Disaster Management,"In this course, you will be introduced to the four phases of the disaster management cycle; mitigation, preparation, response, and recovery.   You’ll work through two case studies in this course. In the first, you will use computer vision to analyze satellite imagery from Hurricane Harvey in 2017 to identify damage in affected areas. In the second, you will use natural language processing techniques to explore trends in aid requests in the aftermath of the 2010 earthquake in Haiti.
",1 - 4 Weeks,Beginner,Coursera,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125559383%2F317212851579%2F1%2Foriginal.20210208-232017?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2246%2C2246&s=40aa0fb13fe40ce86241ae7b8fc8caea,https://www.coursera.org/learn/ai-and-disaster-management,26,4.8,Yes,"2,136",Not Available,"['Natural Language Processing', 'Topic Model', 'AI for Good project framework', 'Damage Assessment', 'Computer Vision']",Not Available,Not Available,DeepLearning.AI,Course,[],Not Available,Not Available
17,AI and Public Health,"In this course, you will be introduced to the basics of artificial intelligence and machine learning and how they are applied in real-world scenarios in the AI for Good space. You will also be introduced to a framework for problem solving where AI is part of the solution. The course concludes with a case study featuring three Jupyter notebook labs where you’ll create an air quality monitoring application for the city of Bogotá, Colombia.
",1 - 4 Weeks,Beginner,Coursera,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125559383%2F317212851579%2F1%2Foriginal.20210208-232017?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2246%2C2246&s=40aa0fb13fe40ce86241ae7b8fc8caea,https://www.coursera.org/learn/ai-and-public-health,106,4.8,Yes,"7,976",Not Available,"['Air Quality Monitoring', 'AI for Good project framework', 'Jupyter notebooks', 'Supervised Learning', 'Exploratory Data Analysis']",Not Available,Not Available,DeepLearning.AI,Course,[],Not Available,Not Available
18,AI for Good,"The AI for Good Specialization showcases how AI can be part of the solution when it comes to addressing some of the world’s biggest challenges in areas like public health, climate change, and disaster management.
In these courses, you’ll learn from instructor Robert Monarch, who has over 20 years of experience building AI products in industry and working at the intersection of AI and public health and disaster management. Robert is also the author of Human-in-the-Loop Machine LearningOpens in a new tab, a book focused on human-centered AI applications. 
Throughout the courses, you'll hear from experts working on AI for Good initiatives aimed at addressing social and environmental issues. By combining human and machine intelligence, real-world datasets, best practices around data privacy, and ethical considerations, you’ll develop the knowledge and fundamental skills to tackle your own AI for good projects. 
These courses were built in partnership with researchers at the Microsoft AI for Good LabOpens in a new tab who offered their subject matter expertise throughout the development of the program. We are also grateful to Sasha LuccioniOpens in a new tab, Climate Lead and Researcher at HuggingFace for her help in forming the high-level program structure, outlining what kinds of topics and case studies would work best for these courses, and recruiting many of the experts that either appear in guest speaker videos or have contributed behind the scenes. 
Applied Learning Project
Use neural networks and other AI techniques to estimate air quality throughout the city of Bogotá, Colombia.
Develop an AI model to make wind power generation more predictable by providing forecasts 24 hours into the future.
Apply computer vision techniques to detect and classify animals for the purpose of biodiversity monitoring.
Build an image classification pipeline to perform damage assessment using satellite images taken after Hurricane Harvey in the U.S. in 2017.
Use natural language processing techniques to analyze trends in a corpus of text messages sent in the aftermath of the 2010 earthquake in Haiti.
",1 - 3 Months,Beginner,Coursera,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125559383%2F317212851579%2F1%2Foriginal.20210208-232017?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2246%2C2246&s=40aa0fb13fe40ce86241ae7b8fc8caea,https://www.coursera.org/specializations/ai-for-good,139,4.8,Yes,"6,485",Not Available,"['Natural Language Processing', 'Topic Model', 'Air Quality Monitoring', 'AI for Good project framework', 'Biodiversity Monitoring', 'Time Series', 'Damage Assessment', 'Jupyter notebooks', 'Supervised Learning', 'Exploratory Data Analysis', 'Computer Vision', 'Wind Power Generation Modeling', 'Air Quality Monitoring', 'AI for Good project framework', 'Jupyter notebooks', 'Supervised Learning', 'Exploratory Data Analysis', 'AI for Good project framework', 'Biodiversity Monitoring', 'Supervised Learning', 'Computer Vision', 'Wind Power Generation Modeling', 'Natural Language Processing', 'Topic Model', 'AI for Good project framework', 'Damage Assessment', 'Computer Vision']",Not Available,Not Available,DeepLearning.AI,Specialization,"['Master a step-by-step framework for the development of AI projects.', 'Explore real-world case studies related to public health, climate change, and disaster management.', 'Analyze data and build AI models for projects focused on air quality, wind energy, biodiversity monitoring, and disaster management.']",Not Available,Not Available
19,AI for Medical Diagnosis,"AI is transforming the practice of medicine. It’s helping doctors diagnose patients more accurately, make predictions about patients’ future health, and recommend better treatments. As an AI practitioner, you have the opportunity to join in this transformation of modern medicine. If you're already familiar with some of the math and coding behind AI algorithms, and are eager to develop your skills further to tackle challenges in the healthcare industry, then this specialization is for you. No prior medical expertise is required! 
This program will give you practical experience in applying cutting-edge machine learning techniques to concrete problems in modern medicine:

- In Course 1, you will create convolutional neural network image classification and segmentation models to make diagnoses of lung and brain disorders. 
- In Course 2, you will build risk models and survival estimators for heart disease using statistical methods and a random forest predictor to determine patient prognosis. 
- In Course 3, you will build a treatment effect predictor, apply model interpretation techniques and use natural language processing to extract information from radiology reports.

These courses go beyond the foundations of deep learning to give you insight into the nuances of applying AI to medical use cases. As a learner, you will be set up for success in this program if you are already comfortable with some of the math and coding behind AI algorithms. You don't need to be an AI expert, but a working knowledge of deep neural networks, particularly convolutional networks, and proficiency in Python programming at an intermediate level will be essential. If you are relatively new to machine learning or neural networks, we recommend that you first take the Deep Learning Specialization, offered by deeplearning.ai and taught by Andrew Ng.

The demand for AI practitioners with the skills and knowledge to tackle the biggest issues in modern medicine is growing exponentially. Join us in this specialization and begin your journey toward building the future of healthcare.
",1 - 4 Weeks,Intermediate,Coursera,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125559383%2F317212851579%2F1%2Foriginal.20210208-232017?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2246%2C2246&s=40aa0fb13fe40ce86241ae7b8fc8caea,https://www.coursera.org/learn/ai-for-medical-diagnosis,1.9k,4.7,Yes,"65,382",Not Available,[],Not Available,Not Available,DeepLearning.AI,Course,[],Not Available,Not Available
20,AI for Medicine,"AI is transforming the practice of medicine. It’s helping doctors diagnose patients more accurately, make predictions about patients’ future health, and recommend better treatments. This three-course Specialization will give you practical experience in applying machine learning to concrete problems in medicine.
These courses go beyond the foundations of deep learning to teach you the nuances in applying AI to medical use cases.  If you are new to deep learning or want to get a deeper foundation of how neural networks work, we recommend taking the Deep Learning SpecializationOpens in a new tab.
Applied Learning Project
Medicine is one of the fastest-growing and important application areas, with unique challenges like handling missing data. You’ll start by learning the nuances of working with 2D and 3D medical image data. You’ll then apply tree-based models to improve patient survival estimates. You’ll also use data from randomized trials to recommend treatments more suited to individual patients. Finally, you’ll explore how natural language extraction can more efficiently label medical datasets.
",1 - 3 Months,Intermediate,Coursera,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125559383%2F317212851579%2F1%2Foriginal.20210208-232017?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2246%2C2246&s=40aa0fb13fe40ce86241ae7b8fc8caea,https://www.coursera.org/specializations/ai-for-medicine,2.2k,4.7,Yes,"41,247",Not Available,"['model interpretation', 'Image Segmentation', 'natural language extraction', 'Machine Learning', 'time-to-event modeling', 'Deep Learning', 'Image Segmentation', 'Machine Learning', 'model evaluation', 'Multi-class classification', 'Deep Learning', 'Machine Learning', 'time-to-event modeling', 'Random Forest', 'model tuning', 'treatment effect estimation', 'machine learning interpretation', 'Random Forest', 'natural language entity extraction', 'question-answering']",Not Available,Not Available,DeepLearning.AI,Specialization,"['Diagnose diseases from x-rays and 3D MRI brain images', 'Predict patient survival rates more accurately using tree-based models', 'Estimate treatment effects on patients using data from randomized trials', 'Automate the task of labeling medical datasets using natural language processing']",Not Available,Not Available
